YearWeekISO,FirstDose,FirstDoseRefused,SecondDose,UnknownDose,NumberDosesReceived,Region,Population,ReportingCountry,TargetGroup,Vaccine,Denominator
2021-W04,74,,0,0,,FRY1,67320216,FR,Age50_59,UNK,65432
2021-W04,2840,,1099,0,,FRG,67320216,FR,Age50_59,UNK,
2021-W04,98,,33,0,,FRY2,67320216,FR,Age50_59,UNK,62611
2021-W04,4259,,3002,0,,FRI,67320216,FR,Age50_59,UNK,
2021-W04,301,,0,0,,FRY4,67320216,FR,Age50_59,UNK,124677
2021-W04,191,,153,0,,FRM,67320216,FR,Age50_59,UNK,
2021-W04,2717,,988,0,,FRH,67320216,FR,Age50_59,UNK,
2021-W04,4216,,1884,0,,FRJ,67320216,FR,Age50_59,UNK,
2021-W04,5581,,1199,0,,FR1,67320216,FR,Age50_59,UNK,
2021-W04,4580,,1043,0,,FRL,67320216,FR,Age50_59,UNK,
2021-W04,0,,0,0,,UNK,67320216,FR,Age50_59,UNK,
2021-W04,2065,,712,0,,FRB,67320216,FR,Age50_59,UNK,
2021-W04,2268,,1306,0,,FRC,67320216,FR,Age50_59,UNK,
2021-W04,42299,,18737,0,,FR,67320216,FR,Age50_59,UNK,8805539
2021-W04,1311,,1535,0,,FRD,67320216,FR,Age50_59,UNK,
2021-W04,347,,1,0,,FRY5,67320216,FR,Age50_59,UNK,14724
2021-W04,3355,,1994,0,,FRE,67320216,FR,Age50_59,UNK,
2021-W04,89,,2,0,,FRY3,67320216,FR,Age60_69,UNK,16663
2021-W04,3072,,1420,0,,FRF,67320216,FR,Age60_69,UNK,
2021-W04,4440,,731,0,,FRL,67320216,FR,Age60_69,UNK,
2021-W04,280,,153,0,,FRM,67320216,FR,Age60_69,UNK,
2021-W04,3884,,1158,0,,FRK,67320216,FR,Age60_69,UNK,
2021-W04,150,,30,0,,FRY2,67320216,FR,Age60_69,UNK,52133
2021-W04,1874,,689,0,,FRG,67320216,FR,Age60_69,UNK,
2021-W04,2177,,821,0,,FRC,67320216,FR,Age60_69,UNK,
2021-W04,1575,,594,0,,FRB,67320216,FR,Age60_69,UNK,
2021-W04,218,,1,0,,FRY5,67320216,FR,Age60_69,UNK,7718
2021-W04,6083,,1167,0,,FR1,67320216,FR,Age60_69,UNK,
2021-W04,1834,,493,0,,FRH,67320216,FR,Age60_69,UNK,
2021-W04,3910,,1842,0,,FRI,67320216,FR,Age60_69,UNK,
2021-W04,343,,1,0,,FRY4,67320216,FR,Age60_69,UNK,87470
2021-W04,3846,,1194,0,,FRJ,67320216,FR,Age60_69,UNK,
2021-W04,37644,,12469,0,,FR,67320216,FR,Age60_69,UNK,8007585
2021-W04,1216,,823,0,,FRD,67320216,FR,Age60_69,UNK,
2021-W04,112,,2,0,,FRY1,67320216,FR,Age60_69,UNK,55042
2021-W04,1,,0,0,,UNK,67320216,FR,Age60_69,UNK,
2021-W04,2540,,1348,0,,FRE,67320216,FR,Age60_69,UNK,
2021-W04,17090,,748,0,,FRI,67320216,FR,Age70_79,UNK,
2021-W04,18704,,427,0,,FRK,67320216,FR,Age70_79,UNK,
2021-W04,0,,0,0,,UNK,67320216,FR,Age70_79,UNK,
2021-W04,119,,0,0,,FRY5,67320216,FR,Age70_79,UNK,3022
2021-W04,14963,,607,0,,FRJ,67320216,FR,Age70_79,UNK,
2021-W04,5920,,251,0,,FRB,67320216,FR,Age70_79,UNK,
2021-W04,700,,0,0,,FRY4,67320216,FR,Age70_79,UNK,46538
2021-W04,95,,1,0,,FRY3,67320216,FR,Age70_79,UNK,7423
2021-W04,7188,,223,0,,FRG,67320216,FR,Age70_79,UNK,
2021-W04,201,,1,0,,FRY1,67320216,FR,Age70_79,UNK,35641
2021-W04,10319,,318,0,,FRC,67320216,FR,Age70_79,UNK,
2021-W04,334,,17,0,,FRY2,67320216,FR,Age70_79,UNK,32867
2021-W04,21025,,701,0,,FR1,67320216,FR,Age70_79,UNK,
2021-W04,1196,,73,0,,FRM,67320216,FR,Age70_79,UNK,
2021-W04,144781,,5036,0,,FR,67320216,FR,Age70_79,UNK,5692912
2021-W04,14814,,157,0,,FRL,67320216,FR,Age70_79,UNK,
2021-W04,7445,,344,0,,FRD,67320216,FR,Age70_79,UNK,
2021-W04,7908,,568,0,,FRE,67320216,FR,Age70_79,UNK,
2021-W04,10062,,470,0,,FRF,67320216,FR,Age70_79,UNK,
2021-W04,6698,,130,0,,FRH,67320216,FR,Age70_79,UNK,
2021-W04,30568,,2248,0,,FRI,67320216,FR,Age80+,UNK,
2021-W04,150,,0,0,,FRY1,67320216,FR,Age80+,UNK,22983
2021-W04,39835,,1313,0,,FR1,67320216,FR,Age80+,UNK,
2021-W04,13564,,313,0,,FRH,67320216,FR,Age80+,UNK,
2021-W04,12147,,624,0,,FRB,67320216,FR,Age80+,UNK,
2021-W04,19532,,373,0,,FRG,67320216,FR,Age80+,UNK,
2021-W04,1702,,210,0,,FRM,67320216,FR,Age80+,UNK,
2021-W04,695,,0,0,,FRY4,67320216,FR,Age80+,UNK,24374
2021-W04,18861,,1069,0,,FRF,67320216,FR,Age80+,UNK,
2021-W04,17980,,851,0,,FRC,67320216,FR,Age80+,UNK,
2021-W04,261117,,12313,0,,FR,67320216,FR,Age80+,UNK,4144810
2021-W04,15868,,1216,0,,FRE,67320216,FR,Age80+,UNK,
2021-W04,164,,19,0,,FRY2,67320216,FR,Age80+,UNK,23504
2021-W04,23050,,369,0,,FRL,67320216,FR,Age80+,UNK,
2021-W04,88,,0,0,,FRY5,67320216,FR,Age80+,UNK,1267
2021-W04,56,,0,0,,FRY3,67320216,FR,Age80+,UNK,3247
2021-W04,12490,,962,0,,FRD,67320216,FR,Age80+,UNK,
2021-W04,0,,0,0,,UNK,67320216,FR,Age80+,UNK,
2021-W04,23473,,1624,0,,FRJ,67320216,FR,Age80+,UNK,
2021-W04,30894,,1122,0,,FRK,67320216,FR,Age80+,UNK,
2021-W04,79,,6,0,,FR,67320216,FR,AgeUNK,UNK,
2021-W04,72496,,27483,0,,FR,67320216,FR,HCW,UNK,2223286
2021-W04,111738,,15285,0,,FR,67320216,FR,LTCF,UNK,626756
2021-W05,62,,2,0,,UNK,67320216,FR,ALL,UNK,
2021-W05,765,,429,0,,FRY2,67320216,FR,ALL,UNK,290362
2021-W05,660,,89,0,,FRY1,67320216,FR,ALL,UNK,323171
2021-W05,3578,,1176,0,,FRM,67320216,FR,ALL,UNK,
2021-W05,14752,,8125,0,,FRB,67320216,FR,ALL,UNK,
2021-W05,45056,,26239,0,,FR1,67320216,FR,ALL,UNK,
2021-W05,32758,,26867,0,,FRF,67320216,FR,ALL,UNK,
2021-W05,0,,0,0,,FR,67320216,FR,ALL,UNK,52780048
2021-W05,23727,,4,0,147500,FR,67320216,FR,ALL,MOD,52780048
2021-W05,337543,,226753,0,560430,FR,67320216,FR,ALL,COM,52780048
2021-W05,1577,,0,0,273600,FR,67320216,FR,ALL,AZ,52780048
2021-W05,19555,,14276,0,,FRC,67320216,FR,ALL,UNK,
2021-W05,18096,,22097,0,,FRD,67320216,FR,ALL,UNK,
2021-W05,3146,,279,0,,FRY4,67320216,FR,ALL,UNK,625167
2021-W05,1148,,2,0,,FRY5,67320216,FR,ALL,UNK,137751
2021-W05,428,,66,0,,FRY3,67320216,FR,ALL,UNK,178463
2021-W05,15289,,11234,0,,FRG,67320216,FR,ALL,UNK,
2021-W05,22549,,10671,0,,FRH,67320216,FR,ALL,UNK,
2021-W05,46040,,24792,0,,FRI,67320216,FR,ALL,UNK,
2021-W05,46009,,24142,0,,FRJ,67320216,FR,ALL,UNK,
2021-W05,52132,,22646,0,,FRK,67320216,FR,ALL,UNK,
2021-W05,11691,,17581,0,,FRE,67320216,FR,ALL,UNK,
2021-W05,29133,,16044,0,,FRL,67320216,FR,ALL,UNK,
2021-W05,174,,85,0,,FRI,67320216,FR,Age18_24,UNK,
2021-W05,33,,10,0,,FRB,67320216,FR,Age18_24,UNK,
2021-W05,32,,21,0,,FRG,67320216,FR,Age18_24,UNK,
2021-W05,63,,109,0,,FR1,67320216,FR,Age18_24,UNK,
2021-W05,92,,148,0,,FRD,67320216,FR,Age18_24,UNK,
2021-W05,0,,0,0,,FRY1,67320216,FR,Age18_24,UNK,30537
2021-W05,1,,0,0,,UNK,67320216,FR,Age18_24,UNK,
2021-W05,0,,0,0,,FRY5,67320216,FR,Age18_24,UNK,26770
2021-W05,179,,88,0,,FRK,67320216,FR,Age18_24,UNK,
2021-W05,5,,6,0,,FRM,67320216,FR,Age18_24,UNK,
2021-W05,2,,2,0,,FRY2,67320216,FR,Age18_24,UNK,24689
2021-W05,5,,0,0,,FRY3,67320216,FR,Age18_24,UNK,30246
2021-W05,1166,,994,0,,FR,67320216,FR,Age18_24,UNK,5444270
2021-W05,100,,64,0,,FRE,67320216,FR,Age18_24,UNK,
2021-W05,72,,20,0,,FRH,67320216,FR,Age18_24,UNK,
2021-W05,26,,91,0,,FRC,67320216,FR,Age18_24,UNK,
2021-W05,146,,193,0,,FRF,67320216,FR,Age18_24,UNK,
2021-W05,162,,107,0,,FRJ,67320216,FR,Age18_24,UNK,
2021-W05,66,,50,0,,FRL,67320216,FR,Age18_24,UNK,
2021-W05,8,,0,0,,FRY4,67320216,FR,Age18_24,UNK,74104
2021-W05,86,,10,0,,FRY3,67320216,FR,Age25_49,UNK,94720
2021-W05,1516,,4276,0,,FR1,67320216,FR,Age25_49,UNK,
2021-W05,1011,,3756,0,,FRD,67320216,FR,Age25_49,UNK,
2021-W05,108,,137,0,,FRM,67320216,FR,Age25_49,UNK,
2021-W05,1418,,757,0,,FRH,67320216,FR,Age25_49,UNK,
2021-W05,245,,24,0,,FRY4,67320216,FR,Age25_49,UNK,268004
2021-W05,69,,4,0,,FRY1,67320216,FR,Age25_49,UNK,113536
2021-W05,22016,,32453,0,,FR,67320216,FR,Age25_49,UNK,20684932
2021-W05,811,,761,0,,FRB,67320216,FR,Age25_49,UNK,
2021-W05,47,,60,0,,FRY2,67320216,FR,Age25_49,UNK,94558
2021-W05,63,,0,0,,FRY5,67320216,FR,Age25_49,UNK,84250
2021-W05,2574,,3607,0,,FRF,67320216,FR,Age25_49,UNK,
2021-W05,1766,,2998,0,,FRE,67320216,FR,Age25_49,UNK,
2021-W05,3139,,3238,0,,FRI,67320216,FR,Age25_49,UNK,
2021-W05,2798,,3713,0,,FRJ,67320216,FR,Age25_49,UNK,
2021-W05,3,,0,0,,UNK,67320216,FR,Age25_49,UNK,
2021-W05,3452,,3294,0,,FRK,67320216,FR,Age25_49,UNK,
2021-W05,1717,,2602,0,,FRL,67320216,FR,Age25_49,UNK,
2021-W05,500,,2214,0,,FRC,67320216,FR,Age25_49,UNK,
2021-W05,693,,1002,0,,FRG,67320216,FR,Age25_49,UNK,
2021-W05,1849,,8880,0,,FR1,67320216,FR,Age50_59,UNK,
2021-W05,910,,4991,0,,FRD,67320216,FR,Age50_59,UNK,
2021-W05,113,,19,0,,FRY3,67320216,FR,Age50_59,UNK,26164
2021-W05,8,,1,0,,UNK,67320216,FR,Age50_59,UNK,
2021-W05,23677,,71646,0,,FR,67320216,FR,Age50_59,UNK,8805539
2021-W05,3051,,8436,0,,FRI,67320216,FR,Age50_59,UNK,
2021-W05,70,,92,0,,FRY2,67320216,FR,Age50_59,UNK,62611
2021-W05,2470,,7650,0,,FRF,67320216,FR,Age50_59,UNK,
2021-W05,1111,,6402,0,,FRE,67320216,FR,Age50_59,UNK,
2021-W05,909,,3946,0,,FRC,67320216,FR,Age50_59,UNK,
2021-W05,344,,1,0,,FRY5,67320216,FR,Age50_59,UNK,14724
2021-W05,3447,,7937,0,,FRK,67320216,FR,Age50_59,UNK,
2021-W05,871,,2979,0,,FRB,67320216,FR,Age50_59,UNK,
2021-W05,1861,,5095,0,,FRL,67320216,FR,Age50_59,UNK,
2021-W05,818,,4206,0,,FRG,67320216,FR,Age50_59,UNK,
2021-W05,91,,29,0,,FRY1,67320216,FR,Age50_59,UNK,65432
2021-W05,148,,356,0,,FRM,67320216,FR,Age50_59,UNK,
2021-W05,1903,,3513,0,,FRH,67320216,FR,Age50_59,UNK,
2021-W05,309,,25,0,,FRY4,67320216,FR,Age50_59,UNK,124677
2021-W05,3394,,7088,0,,FRJ,67320216,FR,Age50_59,UNK,
2021-W05,707,,2252,0,,FRG,67320216,FR,Age60_69,UNK,
2021-W05,24151,,44914,0,,FR,67320216,FR,Age60_69,UNK,8007585
2021-W05,936,,3696,0,,FRE,67320216,FR,Age60_69,UNK,
2021-W05,2148,,3754,0,,FRL,67320216,FR,Age60_69,UNK,
2021-W05,2611,,4537,0,,FRF,67320216,FR,Age60_69,UNK,
2021-W05,289,,268,0,,FRM,67320216,FR,Age60_69,UNK,
2021-W05,1108,,3232,0,,FRD,67320216,FR,Age60_69,UNK,
2021-W05,3202,,4711,0,,FRJ,67320216,FR,Age60_69,UNK,
2021-W05,141,,122,0,,FRY2,67320216,FR,Age60_69,UNK,52133
2021-W05,499,,1,0,,FRY5,67320216,FR,Age60_69,UNK,7718
2021-W05,485,,52,0,,FRY4,67320216,FR,Age60_69,UNK,87470
2021-W05,2921,,4601,0,,FRI,67320216,FR,Age60_69,UNK,
2021-W05,1342,,1740,0,,FRH,67320216,FR,Age60_69,UNK,
2021-W05,135,,37,0,,FRY1,67320216,FR,Age60_69,UNK,55042
2021-W05,15,,0,0,,UNK,67320216,FR,Age60_69,UNK,
2021-W05,2355,,7176,0,,FR1,67320216,FR,Age60_69,UNK,
2021-W05,872,,1688,0,,FRB,67320216,FR,Age60_69,UNK,
2021-W05,1093,,2422,0,,FRC,67320216,FR,Age60_69,UNK,
2021-W05,3197,,4605,0,,FRK,67320216,FR,Age60_69,UNK,
2021-W05,95,,20,0,,FRY3,67320216,FR,Age60_69,UNK,16663
2021-W05,1601,,1793,0,,FRE,67320216,FR,Age70_79,UNK,
2021-W05,9288,,2930,0,,FRF,67320216,FR,Age70_79,UNK,
2021-W05,5901,,2274,0,,FRD,67320216,FR,Age70_79,UNK,
2021-W05,15892,,3236,0,,FR1,67320216,FR,Age70_79,UNK,
2021-W05,176,,0,0,,FRY5,67320216,FR,Age70_79,UNK,3022
2021-W05,25,,0,0,,UNK,67320216,FR,Age70_79,UNK,
2021-W05,5898,,1015,0,,FRH,67320216,FR,Age70_79,UNK,
2021-W05,9951,,1667,0,,FRL,67320216,FR,Age70_79,UNK,
2021-W05,6672,,1502,0,,FRC,67320216,FR,Age70_79,UNK,
2021-W05,5142,,1140,0,,FRG,67320216,FR,Age70_79,UNK,
2021-W05,327,,79,0,,FRY2,67320216,FR,Age70_79,UNK,32867
2021-W05,1168,,63,0,,FRY4,67320216,FR,Age70_79,UNK,46538
2021-W05,14198,,2390,0,,FRK,67320216,FR,Age70_79,UNK,
2021-W05,88,,7,0,,FRY3,67320216,FR,Age70_79,UNK,7423
2021-W05,1250,,156,0,,FRM,67320216,FR,Age70_79,UNK,
2021-W05,4698,,779,0,,FRB,67320216,FR,Age70_79,UNK,
2021-W05,12717,,2368,0,,FRI,67320216,FR,Age70_79,UNK,
2021-W05,216,,9,0,,FRY1,67320216,FR,Age70_79,UNK,35641
2021-W05,13075,,2703,0,,FRJ,67320216,FR,Age70_79,UNK,
2021-W05,108283,,24111,0,,FR,67320216,FR,Age70_79,UNK,5692912
2021-W05,11913,,3626,0,,FRH,67320216,FR,Age80+,UNK,
2021-W05,24031,,6063,0,,FRI,67320216,FR,Age80+,UNK,
2021-W05,23368,,5811,0,,FRJ,67320216,FR,Age80+,UNK,
2021-W05,13380,,2875,0,,FRL,67320216,FR,Age80+,UNK,
2021-W05,1778,,253,0,,FRM,67320216,FR,Age80+,UNK,
2021-W05,27652,,4331,0,,FRK,67320216,FR,Age80+,UNK,
2021-W05,149,,10,0,,FRY1,67320216,FR,Age80+,UNK,22983
2021-W05,928,,115,0,,FRY4,67320216,FR,Age80+,UNK,24374
2021-W05,9072,,7692,0,,FRD,67320216,FR,Age80+,UNK,
2021-W05,66,,0,0,,FRY5,67320216,FR,Age80+,UNK,1267
2021-W05,10351,,4099,0,,FRC,67320216,FR,Age80+,UNK,
2021-W05,41,,10,0,,FRY3,67320216,FR,Age80+,UNK,3247
2021-W05,183488,,52614,0,,FR,67320216,FR,Age80+,UNK,4144810
2021-W05,7466,,1908,0,,FRB,67320216,FR,Age80+,UNK,
2021-W05,6176,,2627,0,,FRE,67320216,FR,Age80+,UNK,
2021-W05,15659,,7950,0,,FRF,67320216,FR,Age80+,UNK,
2021-W05,23375,,2556,0,,FR1,67320216,FR,Age80+,UNK,
2021-W05,10,,1,0,,UNK,67320216,FR,Age80+,UNK,
2021-W05,177,,74,0,,FRY2,67320216,FR,Age80+,UNK,23504
2021-W05,7896,,2613,0,,FRG,67320216,FR,Age80+,UNK,
2021-W05,66,,25,0,,FR,67320216,FR,AgeUNK,UNK,
2021-W05,40880,,137930,0,,FR,67320216,FR,HCW,UNK,2223286
2021-W05,62027,,57372,0,,FR,67320216,FR,LTCF,UNK,626756
2021-W06,29084,,34479,0,,FRL,67320216,FR,ALL,UNK,
2021-W06,48956,,44698,0,,FRK,67320216,FR,ALL,UNK,
2021-W06,18730,,18749,0,,FRB,67320216,FR,ALL,UNK,
2021-W06,37818,,43625,0,,FRJ,67320216,FR,ALL,UNK,
2021-W06,38252,,44433,0,,FRI,67320216,FR,ALL,UNK,
2021-W06,21815,,28548,0,,FRH,67320216,FR,ALL,UNK,
2021-W06,745,,523,0,,FRY2,67320216,FR,ALL,UNK,290362
2021-W06,47809,,621,0,0,FR,67320216,FR,ALL,MOD,52780048
2021-W06,112,,2,0,,UNK,67320216,FR,ALL,UNK,
2021-W06,18066,,27898,0,,FRE,67320216,FR,ALL,UNK,
2021-W06,936,,5,0,,FRY5,67320216,FR,ALL,UNK,137751
2021-W06,16182,,21288,0,,FRC,67320216,FR,ALL,UNK,
2021-W06,50824,,61444,0,,FR1,67320216,FR,ALL,UNK,
2021-W06,418,,242,0,,FRY3,67320216,FR,ALL,UNK,178463
2021-W06,33738,,31238,0,,FRF,67320216,FR,ALL,UNK,
2021-W06,20177,,28680,0,,FRG,67320216,FR,ALL,UNK,
2021-W06,3935,,442,0,,FRY4,67320216,FR,ALL,UNK,625167
2021-W06,268947,,418379,0,566280,FR,67320216,FR,ALL,COM,52780048
2021-W06,47525,,0,0,316800,FR,67320216,FR,ALL,AZ,52780048
2021-W06,20166,,30036,0,,FRD,67320216,FR,ALL,UNK,
2021-W06,3482,,2387,0,,FRM,67320216,FR,ALL,UNK,
2021-W06,845,,283,0,,FRY1,67320216,FR,ALL,UNK,323171
2021-W06,0,,0,0,,FR,67320216,FR,ALL,UNK,52780048
2021-W06,276,,115,0,,FRH,67320216,FR,Age18_24,UNK,
2021-W06,324,,190,0,,FRI,67320216,FR,Age18_24,UNK,
2021-W06,271,,201,0,,FRJ,67320216,FR,Age18_24,UNK,
2021-W06,763,,204,0,,FRK,67320216,FR,Age18_24,UNK,
2021-W06,130,,141,0,,FRL,67320216,FR,Age18_24,UNK,
2021-W06,6,,3,0,,FRM,67320216,FR,Age18_24,UNK,
2021-W06,0,,0,0,,FRY1,67320216,FR,Age18_24,UNK,30537
2021-W06,1,,0,0,,FRY2,67320216,FR,Age18_24,UNK,24689
2021-W06,0,,0,0,,FRY3,67320216,FR,Age18_24,UNK,30246
2021-W06,21,,0,0,,FRY4,67320216,FR,Age18_24,UNK,74104
2021-W06,0,,0,0,,FRY5,67320216,FR,Age18_24,UNK,26770
2021-W06,0,,0,0,,UNK,67320216,FR,Age18_24,UNK,
2021-W06,589,,335,0,,FR1,67320216,FR,Age18_24,UNK,
2021-W06,181,,97,0,,FRC,67320216,FR,Age18_24,UNK,
2021-W06,362,,236,0,,FRD,67320216,FR,Age18_24,UNK,
2021-W06,294,,143,0,,FRE,67320216,FR,Age18_24,UNK,
2021-W06,606,,191,0,,FRF,67320216,FR,Age18_24,UNK,
2021-W06,221,,87,0,,FRG,67320216,FR,Age18_24,UNK,
2021-W06,196,,72,0,,FRB,67320216,FR,Age18_24,UNK,
2021-W06,4241,,2015,0,,FR,67320216,FR,Age18_24,UNK,5444270
2021-W06,4240,,6386,0,,FRJ,67320216,FR,Age25_49,UNK,
2021-W06,459,,40,0,,FRY4,67320216,FR,Age25_49,UNK,268004
2021-W06,8994,,5155,0,,FRK,67320216,FR,Age25_49,UNK,
2021-W06,3830,,3134,0,,FRH,67320216,FR,Age25_49,UNK,
2021-W06,4019,,2648,0,,FRG,67320216,FR,Age25_49,UNK,
2021-W06,2798,,1836,0,,FRB,67320216,FR,Age25_49,UNK,
2021-W06,2253,,4771,0,,FRL,67320216,FR,Age25_49,UNK,
2021-W06,13,,0,0,,UNK,67320216,FR,Age25_49,UNK,
2021-W06,138,,191,0,,FRM,67320216,FR,Age25_49,UNK,
2021-W06,56922,,54969,0,,FR,67320216,FR,Age25_49,UNK,20684932
2021-W06,9001,,10646,0,,FR1,67320216,FR,Age25_49,UNK,
2021-W06,3995,,3910,0,,FRE,67320216,FR,Age25_49,UNK,
2021-W06,53,,36,0,,FRY2,67320216,FR,Age25_49,UNK,94558
2021-W06,110,,31,0,,FRY3,67320216,FR,Age25_49,UNK,94720
2021-W06,28,,0,0,,FRY5,67320216,FR,Age25_49,UNK,84250
2021-W06,4581,,4817,0,,FRD,67320216,FR,Age25_49,UNK,
2021-W06,4721,,5027,0,,FRI,67320216,FR,Age25_49,UNK,
2021-W06,5589,,4206,0,,FRF,67320216,FR,Age25_49,UNK,
2021-W06,80,,14,0,,FRY1,67320216,FR,Age25_49,UNK,113536
2021-W06,2020,,2121,0,,FRC,67320216,FR,Age25_49,UNK,
2021-W06,3910,,9197,0,,FRK,67320216,FR,Age50_59,UNK,
2021-W06,1892,,5290,0,,FRG,67320216,FR,Age50_59,UNK,
2021-W06,2004,,6173,0,,FRL,67320216,FR,Age50_59,UNK,
2021-W06,4112,,14313,0,,FR1,67320216,FR,Age50_59,UNK,
2021-W06,2691,,8408,0,,FRJ,67320216,FR,Age50_59,UNK,
2021-W06,2568,,6811,0,,FRF,67320216,FR,Age50_59,UNK,
2021-W06,1472,,6022,0,,FRE,67320216,FR,Age50_59,UNK,
2021-W06,1655,,3510,0,,FRB,67320216,FR,Age50_59,UNK,
2021-W06,189,,331,0,,FRM,67320216,FR,Age50_59,UNK,
2021-W06,114,,88,0,,FRY1,67320216,FR,Age50_59,UNK,65432
2021-W06,23,,1,0,,UNK,67320216,FR,Age50_59,UNK,
2021-W06,438,,74,0,,FRY4,67320216,FR,Age50_59,UNK,124677
2021-W06,1748,,5882,0,,FRD,67320216,FR,Age50_59,UNK,
2021-W06,2848,,8261,0,,FRI,67320216,FR,Age50_59,UNK,
2021-W06,80,,54,0,,FRY3,67320216,FR,Age50_59,UNK,26164
2021-W06,29120,,83816,0,,FR,67320216,FR,Age50_59,UNK,8805539
2021-W06,199,,2,0,,FRY5,67320216,FR,Age50_59,UNK,14724
2021-W06,1090,,3402,0,,FRC,67320216,FR,Age50_59,UNK,
2021-W06,78,,72,0,,FRY2,67320216,FR,Age50_59,UNK,62611
2021-W06,2009,,5925,0,,FRH,67320216,FR,Age50_59,UNK,
2021-W06,2702,,5217,0,,FRL,67320216,FR,Age60_69,UNK,
2021-W06,2856,,5480,0,,FRJ,67320216,FR,Age60_69,UNK,
2021-W06,1264,,4037,0,,FRE,67320216,FR,Age60_69,UNK,
2021-W06,19,,1,0,,UNK,67320216,FR,Age60_69,UNK,
2021-W06,1513,,3375,0,,FRD,67320216,FR,Age60_69,UNK,
2021-W06,326,,3,0,,FRY5,67320216,FR,Age60_69,UNK,7718
2021-W06,104,,60,0,,FRY3,67320216,FR,Age60_69,UNK,16663
2021-W06,1032,,2225,0,,FRC,67320216,FR,Age60_69,UNK,
2021-W06,1356,,2014,0,,FRB,67320216,FR,Age60_69,UNK,
2021-W06,1303,,3019,0,,FRG,67320216,FR,Age60_69,UNK,
2021-W06,3783,,11476,0,,FR1,67320216,FR,Age60_69,UNK,
2021-W06,3260,,5814,0,,FRK,67320216,FR,Age60_69,UNK,
2021-W06,2649,,3988,0,,FRF,67320216,FR,Age60_69,UNK,
2021-W06,626,,86,0,,FRY4,67320216,FR,Age60_69,UNK,87470
2021-W06,27666,,55399,0,,FR,67320216,FR,Age60_69,UNK,8007585
2021-W06,2661,,5105,0,,FRI,67320216,FR,Age60_69,UNK,
2021-W06,141,,115,0,,FRY2,67320216,FR,Age60_69,UNK,52133
2021-W06,228,,64,0,,FRY1,67320216,FR,Age60_69,UNK,55042
2021-W06,307,,306,0,,FRM,67320216,FR,Age60_69,UNK,
2021-W06,1536,,3014,0,,FRH,67320216,FR,Age60_69,UNK,
2021-W06,261,,0,0,,FRY5,67320216,FR,Age70_79,UNK,3022
2021-W06,1291,,90,0,,FRY4,67320216,FR,Age70_79,UNK,46538
2021-W06,10904,,6913,0,,FRI,67320216,FR,Age70_79,UNK,
2021-W06,1238,,619,0,,FRM,67320216,FR,Age70_79,UNK,
2021-W06,4478,,4384,0,,FRC,67320216,FR,Age70_79,UNK,
2021-W06,13091,,8287,0,,FR1,67320216,FR,Age70_79,UNK,
2021-W06,95,,51,0,,FRY3,67320216,FR,Age70_79,UNK,7423
2021-W06,287,,54,0,,FRY1,67320216,FR,Age70_79,UNK,35641
2021-W06,5308,,3207,0,,FRH,67320216,FR,Age70_79,UNK,
2021-W06,4723,,4828,0,,FRD,67320216,FR,Age70_79,UNK,
2021-W06,43,,0,0,,UNK,67320216,FR,Age70_79,UNK,
2021-W06,96584,,66023,0,,FR,67320216,FR,Age70_79,UNK,5692912
2021-W06,316,,189,0,,FRY2,67320216,FR,Age70_79,UNK,32867
2021-W06,4169,,5059,0,,FRE,67320216,FR,Age70_79,UNK,
2021-W06,4710,,2328,0,,FRB,67320216,FR,Age70_79,UNK,
2021-W06,8979,,4916,0,,FRF,67320216,FR,Age70_79,UNK,
2021-W06,8911,,6647,0,,FRL,67320216,FR,Age70_79,UNK,
2021-W06,11002,,7090,0,,FRJ,67320216,FR,Age70_79,UNK,
2021-W06,4422,,3688,0,,FRG,67320216,FR,Age70_79,UNK,
2021-W06,12356,,7673,0,,FRK,67320216,FR,Age70_79,UNK,
2021-W06,122,,0,0,,FRY5,67320216,FR,Age80+,UNK,1267
2021-W06,28,,46,0,,FRY3,67320216,FR,Age80+,UNK,3247
2021-W06,14,,0,0,,UNK,67320216,FR,Age80+,UNK,
2021-W06,6872,,8726,0,,FRE,67320216,FR,Age80+,UNK,
2021-W06,149661,,156760,0,,FR,67320216,FR,Age80+,UNK,4144810
2021-W06,1603,,937,0,,FRM,67320216,FR,Age80+,UNK,
2021-W06,20237,,16385,0,,FR1,67320216,FR,Age80+,UNK,
2021-W06,8849,,13153,0,,FRH,67320216,FR,Age80+,UNK,
2021-W06,8012,,8988,0,,FRB,67320216,FR,Age80+,UNK,
2021-W06,16785,,18934,0,,FRI,67320216,FR,Age80+,UNK,
2021-W06,8316,,13946,0,,FRG,67320216,FR,Age80+,UNK,
2021-W06,13073,,11526,0,,FRL,67320216,FR,Age80+,UNK,
2021-W06,7375,,9058,0,,FRC,67320216,FR,Age80+,UNK,
2021-W06,156,,111,0,,FRY2,67320216,FR,Age80+,UNK,23504
2021-W06,16751,,16058,0,,FRJ,67320216,FR,Age80+,UNK,
2021-W06,1099,,152,0,,FRY4,67320216,FR,Age80+,UNK,24374
2021-W06,13339,,11125,0,,FRF,67320216,FR,Age80+,UNK,
2021-W06,19659,,16655,0,,FRK,67320216,FR,Age80+,UNK,
2021-W06,7235,,10897,0,,FRD,67320216,FR,Age80+,UNK,
2021-W06,136,,63,0,,FRY1,67320216,FR,Age80+,UNK,22983
2021-W06,87,,18,0,,FR,67320216,FR,AgeUNK,UNK,
